"sample_accession"	"study_accession"	"run_accession"	"sample_alias"	"Poseidon_ID"	"UDG"	"Library_Built"	"secondary_sample_accession"	"first_public"	"last_updated"	"instrument_model"	"library_layout"	"library_source"	"instrument_platform"	"library_name"	"library_strategy"	"fastq_aspera"	"fastq_bytes"	"fastq_md5"	"fastq_ftp"	"read_count"	"submitted_ftp"
"SAMEA7753471"	"PRJEB40698"	"ERR5032514"	"utigHAN003"	"HAN003"	"minus"	"ds"	"ERS5500809"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/004/ERR5032514/ERR5032514.fastq.gz"	2666179	"b0bbfdee498c1cc05377668fd04783c5"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/004/ERR5032514/ERR5032514.fastq.gz"	76688	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032514/WG25chr_utigHAN003_1_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032514/WG25chr_utigHAN003_1_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753472"	"PRJEB40698"	"ERR5032515"	"utigHAN004"	"HAN004"	"minus"	"ds"	"ERS5500810"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/005/ERR5032515/ERR5032515.fastq.gz"	2637269727	"2ea69a40473fd393ad09afba73bc559e"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/005/ERR5032515/ERR5032515.fastq.gz"	74291359	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032515/WG25chr_utigHAN004_2_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032515/WG25chr_utigHAN004_2_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753473"	"PRJEB40698"	"ERR5032516"	"utigIVA001"	"IVA001"	"minus"	"ds"	"ERS5500811"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/006/ERR5032516/ERR5032516.fastq.gz"	2853025151	"30e6e84734bc384d987fbf577b44faab"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/006/ERR5032516/ERR5032516.fastq.gz"	78943389	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032516/WG25chr_utigIVA001_2_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032516/WG25chr_utigIVA001_2_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753474"	"PRJEB40698"	"ERR5032517"	"utigMIL001"	"MIL001"	"minus"	"ds"	"ERS5500812"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/007/ERR5032517/ERR5032517.fastq.gz"	377399152	"4e9048c8172e6bac76345ae85077396c"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/007/ERR5032517/ERR5032517.fastq.gz"	10379743	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032517/WG25chr_utigMIL001_1_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032517/WG25chr_utigMIL001_1_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753475"	"PRJEB40698"	"ERR5032518"	"utigMIL002"	"MIL002"	"minus"	"ds"	"ERS5500813"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/008/ERR5032518/ERR5032518.fastq.gz"	258025479	"3d0e4ee9349683b9e887eb2121fddc6a"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/008/ERR5032518/ERR5032518.fastq.gz"	7014599	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032518/WG25chr_utigMIL002_2_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032518/WG25chr_utigMIL002_2_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753476"	"PRJEB40698"	"ERR5032519"	"utigMOT001"	"MOT001"	"minus"	"ds"	"ERS5500814"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/009/ERR5032519/ERR5032519.fastq.gz"	19358370	"51c6b3cb3ae5155042a217773c540974"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/009/ERR5032519/ERR5032519.fastq.gz"	569158	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032519/WG25chr_utigMOT001_1_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032519/WG25chr_utigMOT001_1_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753477"	"PRJEB40698"	"ERR5032520"	"utigNAU001"	"NAU001"	"minus"	"ds"	"ERS5500815"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/000/ERR5032520/ERR5032520.fastq.gz"	3530555063	"1829c1c9a54102e2568480e8923baee1"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/000/ERR5032520/ERR5032520.fastq.gz"	105110027	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032520/WG25chr_utigNAU001_2_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032520/WG25chr_utigNAU001_2_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753478"	"PRJEB40698"	"ERR5032521"	"utigNAU002"	"NAU002"	"minus"	"ds"	"ERS5500816"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/001/ERR5032521/ERR5032521.fastq.gz"	2392570791	"309d19e8c4fb46c9774dd81aea833248"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/001/ERR5032521/ERR5032521.fastq.gz"	68076352	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032521/WG25chr_utigNAU002_2_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032521/WG25chr_utigNAU002_2_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753479"	"PRJEB40698"	"ERR5032522"	"utigNIK001"	"NIK001"	"minus"	"ds"	"ERS5500817"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/002/ERR5032522/ERR5032522.fastq.gz"	11676607	"a6e73b6333e5ea031e1269f7fed77c06"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/002/ERR5032522/ERR5032522.fastq.gz"	317952	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032522/WG25chr_utigNIK001_1_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032522/WG25chr_utigNIK001_1_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753480"	"PRJEB40698"	"ERR5032523"	"utigNIK002"	"NIK002"	"minus"	"ds"	"ERS5500818"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/003/ERR5032523/ERR5032523.fastq.gz"	287294704	"f077cc32bdc00be0f48f0bdd88acb3f5"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/003/ERR5032523/ERR5032523.fastq.gz"	7922901	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032523/WG25chr_utigNIK002_1_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032523/WG25chr_utigNIK002_1_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753481"	"PRJEB40698"	"ERR5032524"	"utigNIK003"	"NIK003"	"minus"	"ds"	"ERS5500819"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/004/ERR5032524/ERR5032524.fastq.gz"	293667603	"c9b9b328f5c95b59faa41da5d8ef14fb"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/004/ERR5032524/ERR5032524.fastq.gz"	8282916	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032524/WG25chr_utigNIK003_2_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032524/WG25chr_utigNIK003_2_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753482"	"PRJEB40698"	"ERR5032525"	"utigNIK004"	"NIK004"	"minus"	"ds"	"ERS5500820"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/005/ERR5032525/ERR5032525.fastq.gz"	415986784	"d072fda2465875f59117eef91dbd8750"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/005/ERR5032525/ERR5032525.fastq.gz"	11132329	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032525/WG25chr_utigNIK004_1_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032525/WG25chr_utigNIK004_1_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753483"	"PRJEB40698"	"ERR5032526"	"utigNIK005"	"NIK005"	"minus"	"ds"	"ERS5500821"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/006/ERR5032526/ERR5032526.fastq.gz"	302284846	"aa8e1b351024c523d80bba74109ab0bf"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/006/ERR5032526/ERR5032526.fastq.gz"	9088525	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032526/WG25chr_utigNIK005_2_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032526/WG25chr_utigNIK005_2_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753484"	"PRJEB40698"	"ERR5032527"	"utigNIK006"	"NIK006"	"minus"	"ds"	"ERS5500822"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/007/ERR5032527/ERR5032527.fastq.gz"	11767118	"81f963ada7fcd86de4a95cd6a4b554a2"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/007/ERR5032527/ERR5032527.fastq.gz"	323056	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032527/WG25chr_utigNIK006_1_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032527/WG25chr_utigNIK006_1_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753485"	"PRJEB40698"	"ERR5032528"	"utigNIK007"	"NIK007"	"minus"	"ds"	"ERS5500823"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/008/ERR5032528/ERR5032528.fastq.gz"	281060428	"864c5a78a7ba2ac5f6ef5212bf31fe68"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/008/ERR5032528/ERR5032528.fastq.gz"	7641616	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032528/WG25chr_utigNIK007_2_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032528/WG25chr_utigNIK007_2_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753486"	"PRJEB40698"	"ERR5032529"	"utigNIK008AB"	"NIK008AB"	"minus"	"ds"	"ERS5500824"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/009/ERR5032529/ERR5032529.fastq.gz"	2897366105	"ff14beb60a1074423bde4d3a12b8ccfe"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/009/ERR5032529/ERR5032529.fastq.gz"	79023895	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032529/WG25chr_utigNIK008AB_2_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032529/WG25chr_utigNIK008AB_2_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753487"	"PRJEB40698"	"ERR5032530"	"utigRDT001"	"RDT001"	"minus"	"ds"	"ERS5500825"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/000/ERR5032530/ERR5032530.fastq.gz"	99592	"1e26cfe44bf13ecb6af4c4eaea830bc2"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/000/ERR5032530/ERR5032530.fastq.gz"	2363	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032530/WG25chr_utigRDT001_1_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032530/WG25chr_utigRDT001_1_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753488"	"PRJEB40698"	"ERR5032531"	"utigRDT002"	"RDT002"	"minus"	"ds"	"ERS5500826"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/001/ERR5032531/ERR5032531.fastq.gz"	47712640	"77f895fde4cc3a1bdf1379fdcacf6785"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/001/ERR5032531/ERR5032531.fastq.gz"	1366083	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032531/WG25chr_utigRDT002_1_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032531/WG25chr_utigRDT002_1_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753489"	"PRJEB40698"	"ERR5032532"	"utigRDT003"	"RDT003"	"minus"	"ds"	"ERS5500827"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/002/ERR5032532/ERR5032532.fastq.gz"	1501696	"cd1776a521a4e2b75810e345fd4902aa"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/002/ERR5032532/ERR5032532.fastq.gz"	39580	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032532/WG25chr_utigRDT003_1_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032532/WG25chr_utigRDT003_1_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753490"	"PRJEB40698"	"ERR5032533"	"utigRDT004"	"RDT004"	"minus"	"ds"	"ERS5500828"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/003/ERR5032533/ERR5032533.fastq.gz"	446553	"55a299133dc70ab9c4aec503a9e2d435"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/003/ERR5032533/ERR5032533.fastq.gz"	11579	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032533/WG25chr_utigRDT004_1_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032533/WG25chr_utigRDT004_1_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753491"	"PRJEB40698"	"ERR5032534"	"utigSKO001"	"SKO001"	"minus"	"ds"	"ERS5500829"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/004/ERR5032534/ERR5032534.fastq.gz"	734310	"dffe7bdc8f3261c000a2ffc736671bf1"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/004/ERR5032534/ERR5032534.fastq.gz"	20413	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032534/WG25chr_utigSKO001_1_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032534/WG25chr_utigSKO001_1_merge_remdup_realign_MQ10.bam.bai"
"SAMEA7753492"	"PRJEB40698"	"ERR5032535"	"utigTIM001"	"TIM001"	"minus"	"ds"	"ERS5500830"	2021-01-19	2020-12-28	"NextSeq 500"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"unspecified"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR503/005/ERR5032535/ERR5032535.fastq.gz"	43336875	"5bd2b4ffc2152e211c1a97fe56c7d419"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR503/005/ERR5032535/ERR5032535.fastq.gz"	1195505	"ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032535/WG25chr_utigTIM001_1_merge_remdup_realign_MQ10.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR503/ERR5032535/WG25chr_utigTIM001_1_merge_remdup_realign_MQ10.bam.bai"
