"sample_accession"	"study_accession"	"run_accession"	"sample_alias"	"Poseidon_ID"	"secondary_sample_accession"	"first_public"	"last_updated"	"instrument_model"	"library_layout"	"library_source"	"instrument_platform"	"library_name"	"library_strategy"	"fastq_aspera"	"fastq_bytes"	"fastq_md5"	"fastq_ftp"	"read_count"	"submitted_ftp"
"SAMEA6801340"	"PRJEB37490"	"ERR4065488"	"SJN003"	"SJN003"	"ERS4529000"	2020-04-29	2020-04-24	"Illumina HiSeq 4000"	"PAIRED"	"METAGENOMIC"	"ILLUMINA"	"SJN003.A0102"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/008/ERR4065488/ERR4065488_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/008/ERR4065488/ERR4065488_2.fastq.gz"	"331221854;348507122"	"807df56ded7b5ee3138f1b7f111adbb2;12f02166abf348f62e441b082eae67b3"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/008/ERR4065488/ERR4065488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/008/ERR4065488/ERR4065488_2.fastq.gz"	10861981	"ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065488/SJN003.A0102.1240k.merged.R1.fastq.pair1.truncated.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065488/SJN003.A0102.1240k.merged.R1.fastq.pair2.truncated.gz"
"SAMEA6801340"	"PRJEB37490"	"ERR4065489"	"SJN003"	"SJN003"	"ERS4529000"	2020-04-29	2020-04-24	"Illumina HiSeq 4000"	"PAIRED"	"METAGENOMIC"	"ILLUMINA"	"SJN003.B0102"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/009/ERR4065489/ERR4065489_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/009/ERR4065489/ERR4065489_2.fastq.gz"	"320094476;332335102"	"4a8983ba0c711db3a44d4e6e07024020;61e6d54d288f6ca73b7c7f8a9d1a74b7"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/009/ERR4065489/ERR4065489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/009/ERR4065489/ERR4065489_2.fastq.gz"	10498637	"ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065489/SJN003.B0102.1240k.merged.R1.fastq.pair1.truncated.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065489/SJN003.B0102.1240k.merged.R1.fastq.pair2.truncated.gz"
"SAMEA6801338"	"PRJEB37490"	"ERR4065490"	"SJN001.HB1"	"#N/A"	"ERS4528998"	2020-04-29	2020-04-24	"Illumina HiSeq 4000"	"PAIRED"	"METAGENOMIC"	"ILLUMINA"	"SJN001.B0102"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/000/ERR4065490/ERR4065490_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/000/ERR4065490/ERR4065490_2.fastq.gz"	"440494468;466292511"	"717843422974b2c80bc0fc5bfc67d174;d4e2f5da0715b2991e8e6bac04ffd86b"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/000/ERR4065490/ERR4065490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/000/ERR4065490/ERR4065490_2.fastq.gz"	12797180	"ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065490/SJN001.B0102.hbv.merged.R1.fastq.pair1.truncated.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065490/SJN001.B0102.hbv.merged.R1.fastq.pair2.truncated.gz"
"SAMEA6801337"	"PRJEB37490"	"ERR4065491"	"SJN001"	"SJN001"	"ERS4528997"	2020-04-29	2020-04-24	"Illumina HiSeq 4000"	"PAIRED"	"METAGENOMIC"	"ILLUMINA"	"SJN001.A0102"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/001/ERR4065491/ERR4065491_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/001/ERR4065491/ERR4065491_2.fastq.gz"	"139474574;143662589"	"c9f9d1136778f56b876253fe9e2a5cd4;daf222fcb95752454eb3c176cd5e537c"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/001/ERR4065491/ERR4065491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/001/ERR4065491/ERR4065491_2.fastq.gz"	4641736	"ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065491/SJN001.A0102.hla.merged.R1.fastq.pair1.truncated.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065491/SJN001.A0102.hla.merged.R1.fastq.pair2.truncated.gz"
"SAMEA6801337"	"PRJEB37490"	"ERR4065492"	"SJN001"	"SJN001"	"ERS4528997"	2020-04-29	2020-04-24	"Illumina HiSeq 4000"	"PAIRED"	"METAGENOMIC"	"ILLUMINA"	"SJN001.B0102"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/002/ERR4065492/ERR4065492_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/002/ERR4065492/ERR4065492_2.fastq.gz"	"131660716;137625729"	"54aba90ebf87581a5a11c70f610426be;c7b8b84430bde8f249bdb401e905bd58"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/002/ERR4065492/ERR4065492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/002/ERR4065492/ERR4065492_2.fastq.gz"	4260761	"ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065492/SJN001.B0102.hla.merged.R1.fastq.pair1.truncated.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065492/SJN001.B0102.hla.merged.R1.fastq.pair2.truncated.gz"
"SAMEA6801339"	"PRJEB37490"	"ERR4065493"	"SJN002"	"SJN002"	"ERS4528999"	2020-04-29	2020-04-24	"Illumina HiSeq 4000"	"PAIRED"	"METAGENOMIC"	"ILLUMINA"	"SJN002.A0102"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/003/ERR4065493/ERR4065493_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/003/ERR4065493/ERR4065493_2.fastq.gz"	"144277829;149486747"	"4bef4852f4438a76288181eeadc96340;f38962ac3a55823e74ac4147823749ac"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/003/ERR4065493/ERR4065493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/003/ERR4065493/ERR4065493_2.fastq.gz"	4892588	"ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065493/SJN002.A0102.hla.merged.R1.fastq.pair1.truncated.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065493/SJN002.A0102.hla.merged.R1.fastq.pair2.truncated.gz"
"SAMEA6801339"	"PRJEB37490"	"ERR4065494"	"SJN002"	"SJN002"	"ERS4528999"	2020-04-29	2020-04-24	"Illumina HiSeq 4000"	"PAIRED"	"METAGENOMIC"	"ILLUMINA"	"SJN002.B0102"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/004/ERR4065494/ERR4065494_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/004/ERR4065494/ERR4065494_2.fastq.gz"	"162954929;167984091"	"07de84f692ea515a7530c5bbc28e83ac;634113f8d3f0f0b9c93bdde1efc7c03c"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/004/ERR4065494/ERR4065494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/004/ERR4065494/ERR4065494_2.fastq.gz"	5413213	"ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065494/SJN002.B0102.hla.merged.R1.fastq.pair1.truncated.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065494/SJN002.B0102.hla.merged.R1.fastq.pair2.truncated.gz"
"SAMEA6801340"	"PRJEB37490"	"ERR4065495"	"SJN003"	"SJN003"	"ERS4529000"	2020-04-29	2020-04-24	"Illumina HiSeq 4000"	"PAIRED"	"METAGENOMIC"	"ILLUMINA"	"SJN003.A0102"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/005/ERR4065495/ERR4065495_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/005/ERR4065495/ERR4065495_2.fastq.gz"	"152367163;158877821"	"2dc4a2ae0ee71df1cbd0d3e582ac8c57;434ea4bd3019a0f97c81613c0f904c9c"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/005/ERR4065495/ERR4065495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/005/ERR4065495/ERR4065495_2.fastq.gz"	4979462	"ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065495/SJN003.A0102.hla.merged.R1.fastq.pair1.truncated.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065495/SJN003.A0102.hla.merged.R1.fastq.pair2.truncated.gz"
"SAMEA6801340"	"PRJEB37490"	"ERR4065496"	"SJN003"	"SJN003"	"ERS4529000"	2020-04-29	2020-04-24	"Illumina HiSeq 4000"	"PAIRED"	"METAGENOMIC"	"ILLUMINA"	"SJN003.B0102"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/006/ERR4065496/ERR4065496_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/006/ERR4065496/ERR4065496_2.fastq.gz"	"147086133;152523833"	"f4f3e531665bd48bb430a29be6f53b7f;6bd57cdbdcbbdba98b6d7efb6fdc80a2"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/006/ERR4065496/ERR4065496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/006/ERR4065496/ERR4065496_2.fastq.gz"	4762968	"ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065496/SJN003.B0102.hla.merged.R1.fastq.pair1.truncated.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065496/SJN003.B0102.hla.merged.R1.fastq.pair2.truncated.gz"
"SAMEA6801337"	"PRJEB37490"	"ERR4065497"	"SJN001"	"SJN001"	"ERS4528997"	2020-04-29	2020-04-24	"Illumina HiSeq 4000"	"PAIRED"	"METAGENOMIC"	"ILLUMINA"	"SJN001.A0102"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/007/ERR4065497/ERR4065497_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/007/ERR4065497/ERR4065497_2.fastq.gz"	"88602842;91766214"	"572df2c6bb98365da47c67e3aae4638c;e0231c0454e5f82687cbe4d000819df9"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/007/ERR4065497/ERR4065497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/007/ERR4065497/ERR4065497_2.fastq.gz"	2835130	"ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065497/SJN001.A0102.shotgun.merged.R1.fastq.pair1.truncated.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065497/SJN001.A0102.shotgun.merged.R1.fastq.pair2.truncated.gz"
"SAMEA6801337"	"PRJEB37490"	"ERR4065498"	"SJN001"	"SJN001"	"ERS4528997"	2020-04-29	2020-04-24	"Illumina HiSeq 4000"	"PAIRED"	"METAGENOMIC"	"ILLUMINA"	"SJN001.B0102"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/008/ERR4065498/ERR4065498_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/008/ERR4065498/ERR4065498_2.fastq.gz"	"79706806;82858684"	"f83d48b12bf874b8353d7c6713058a9c;22bc9c6146256092713d56f2c79ee8a5"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/008/ERR4065498/ERR4065498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/008/ERR4065498/ERR4065498_2.fastq.gz"	2522025	"ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065498/SJN001.B0102.shotgun.merged.R1.fastq.pair1.truncated.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065498/SJN001.B0102.shotgun.merged.R1.fastq.pair2.truncated.gz"
"SAMEA6801339"	"PRJEB37490"	"ERR4065499"	"SJN002"	"SJN002"	"ERS4528999"	2020-04-29	2020-04-24	"Illumina HiSeq 4000"	"PAIRED"	"METAGENOMIC"	"ILLUMINA"	"SJN002.A0102"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/009/ERR4065499/ERR4065499_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/009/ERR4065499/ERR4065499_2.fastq.gz"	"93470802;96592330"	"567591f45dd646b1554ec123d8917f7c;442c3829f3a4350111d013e9ab8b6c5d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/009/ERR4065499/ERR4065499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/009/ERR4065499/ERR4065499_2.fastq.gz"	3032873	"ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065499/SJN002.A0102.shotgun.merged.R1.fastq.pair1.truncated.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065499/SJN002.A0102.shotgun.merged.R1.fastq.pair2.truncated.gz"
"SAMEA6801339"	"PRJEB37490"	"ERR4065500"	"SJN002"	"SJN002"	"ERS4528999"	2020-04-29	2020-04-24	"Illumina HiSeq 4000"	"PAIRED"	"METAGENOMIC"	"ILLUMINA"	"SJN002.B0102"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/000/ERR4065500/ERR4065500_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/000/ERR4065500/ERR4065500_2.fastq.gz"	"111174955;114754695"	"9c14b023452ab848da6c86b697fbdec8;189f90c82bb6ab49967c280a5c320ec6"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/000/ERR4065500/ERR4065500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/000/ERR4065500/ERR4065500_2.fastq.gz"	3542865	"ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065500/SJN002.B0102.shotgun.merged.R1.fastq.pair1.truncated.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065500/SJN002.B0102.shotgun.merged.R1.fastq.pair2.truncated.gz"
"SAMEA6801340"	"PRJEB37490"	"ERR4065501"	"SJN003"	"SJN003"	"ERS4529000"	2020-04-29	2020-04-24	"Illumina HiSeq 4000"	"PAIRED"	"METAGENOMIC"	"ILLUMINA"	"SJN003.A0102"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/001/ERR4065501/ERR4065501_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/001/ERR4065501/ERR4065501_2.fastq.gz"	"133750930;139832156"	"76482ec38197859103c5dac08cf2e7a1;8b02b7b637bf636a0c843788a49ba255"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/001/ERR4065501/ERR4065501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/001/ERR4065501/ERR4065501_2.fastq.gz"	4239907	"ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065501/SJN003.A0102.shotgun.merged.R1.fastq.pair1.truncated.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065501/SJN003.A0102.shotgun.merged.R1.fastq.pair2.truncated.gz"
"SAMEA6801340"	"PRJEB37490"	"ERR4065502"	"SJN003"	"SJN003"	"ERS4529000"	2020-04-29	2020-04-24	"Illumina HiSeq 4000"	"PAIRED"	"METAGENOMIC"	"ILLUMINA"	"SJN003.B0102"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/002/ERR4065502/ERR4065502_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/002/ERR4065502/ERR4065502_2.fastq.gz"	"120329194;125115188"	"4f892ef4252ed69a9b60b44228a21d00;e5a77df677e55b0126d6faea229f1a89"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/002/ERR4065502/ERR4065502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/002/ERR4065502/ERR4065502_2.fastq.gz"	3767036	"ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065502/SJN003.B0102.shotgun.merged.R1.fastq.pair1.truncated.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065502/SJN003.B0102.shotgun.merged.R1.fastq.pair2.truncated.gz"
"SAMEA6801341"	"PRJEB37490"	"ERR4065503"	"SJN003.TP2"	"#N/A"	"ERS4529001"	2020-04-29	2020-04-24	"Illumina HiSeq 4000"	"PAIRED"	"METAGENOMIC"	"ILLUMINA"	"SJN003.B0102"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/003/ERR4065503/ERR4065503_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR406/003/ERR4065503/ERR4065503_2.fastq.gz"	"1468405467;1586160626"	"178c0eb333ac6863733ed9053e3b3947;264c35ce49f2afdc7035887b88af58d2"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/003/ERR4065503/ERR4065503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR406/003/ERR4065503/ERR4065503_2.fastq.gz"	38882227	"ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065503/SJN003.B0102.treponema.merged.R1.fastq.pair1.truncated.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR406/ERR4065503/SJN003.B0102.treponema.merged.R1.fastq.pair2.truncated.gz"
