"sample_accession"	"study_accession"	"run_accession"	"sample_alias"	"Poseidon_ID"	"UDG"	"Library_Built"	"secondary_sample_accession"	"first_public"	"last_updated"	"instrument_model"	"library_layout"	"library_source"	"instrument_platform"	"library_name"	"library_strategy"	"fastq_aspera"	"fastq_bytes"	"fastq_md5"	"fastq_ftp"	"read_count"	"submitted_ftp"
"SAMEA7767302"	"PRJEB42372"	"ERR5051617"	"PAPV172"	"PAPV_172.SG"	"minus"	"ds"	"ERS5514553"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa02"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/007/ERR5051617/ERR5051617.fastq.gz"	3254801783	"e5b8588036f21f91d3438c67fb1aa3bd"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/007/ERR5051617/ERR5051617.fastq.gz"	64324904	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051617/PAPV_172_LTP.fastq.gz"
"SAMEA7767303"	"PRJEB42372"	"ERR5051618"	"PAPV173"	"PAPV_173.SG"	"minus"	"ds"	"ERS5514554"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa10"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/008/ERR5051618/ERR5051618.fastq.gz"	2205156739	"cd80ba2e485ac8c99b0e152c2a369335"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/008/ERR5051618/ERR5051618.fastq.gz"	55683272	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051618/PAPV_173_RTP.fastq.gz"
"SAMEA7767304"	"PRJEB42372"	"ERR5051619"	"PAPV174"	"PAPV_174.SG"	"minus"	"ds"	"ERS5514555"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa29"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/009/ERR5051619/ERR5051619.fastq.gz"	1858723284	"91cde90da6b136c1dcdfd19668953aee"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/009/ERR5051619/ERR5051619.fastq.gz"	41584780	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051619/PAPV_174_LTP.fastq.gz"
"SAMEA7767305"	"PRJEB42372"	"ERR5051620"	"PAPV175"	"PAPV_175.SG"	"minus"	"ds"	"ERS5514556"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa30A"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/000/ERR5051620/ERR5051620.fastq.gz"	1879899361	"ddcf9a147d0384e55a8e5bad07e0ccd4"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/000/ERR5051620/ERR5051620.fastq.gz"	47295081	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051620/PAPV_175_LTP.fastq.gz"
"SAMEA7767306"	"PRJEB42372"	"ERR5051621"	"PAPV26"	"PAPV_26.SG"	"minus"	"ds"	"ERS5514557"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"PaC18"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/001/ERR5051621/ERR5051621.fastq.gz"	1062697052	"a61c9b23f37f092ceb66c1de2d692564"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/001/ERR5051621/ERR5051621.fastq.gz"	24824422	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051621/PAPV_26_M3SD.fastq.gz"
"SAMEA7767307"	"PRJEB42372"	"ERR5051622"	"PAPV27"	"PAPV_27.SG"	"minus"	"ds"	"ERS5514558"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa01"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/002/ERR5051622/ERR5051622.fastq.gz"	594708228	"296a6f8ff2d9947a4ebf9a955f919311"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/002/ERR5051622/ERR5051622.fastq.gz"	16053859	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051622/PAPV_27_LTP.fastq.gz"
"SAMEA7767308"	"PRJEB42372"	"ERR5051623"	"PAPV52"	"PAPV_52.SG"	"minus"	"ds"	"ERS5514559"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa03"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/003/ERR5051623/ERR5051623.fastq.gz"	2591234394	"9d46ef6b92f6595c855f8935a6342c3d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/003/ERR5051623/ERR5051623.fastq.gz"	53825989	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051623/PAPV_52_FE.fastq.gz"
"SAMEA7767309"	"PRJEB42372"	"ERR5051624"	"PAPV53"	"PAPV_53.SG"	"minus"	"ds"	"ERS5514560"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"PaC21"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/004/ERR5051624/ERR5051624.fastq.gz"	1370291707	"57a899c542a8258b04f973e90a7eb293"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/004/ERR5051624/ERR5051624.fastq.gz"	35120217	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051624/PAPV_53_M3ID.fastq.gz"
"SAMEA7767310"	"PRJEB42372"	"ERR5051625"	"PAPV57"				"ERS5514561"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"PaC22"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/005/ERR5051625/ERR5051625.fastq.gz"	723553582	"6a17273c8ab51565ab980c92d145cb39"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/005/ERR5051625/ERR5051625.fastq.gz"	21176143	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051625/PAPV_57_M1II.fastq.gz"
"SAMEA7767311"	"PRJEB42372"	"ERR5051626"	"PAPV61"	"PAPV_61.SG"	"minus"	"ds"	"ERS5514562"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"PaC05"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/006/ERR5051626/ERR5051626.fastq.gz"	1617938096	"98d537c921e02d66b0dcfd510c4a8c1f"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/006/ERR5051626/ERR5051626.fastq.gz"	39753678	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051626/PAPV_61_FE.fastq.gz"
"SAMEA7767312"	"PRJEB42372"	"ERR5051627"	"PAPV93"	"PAPV_93.SG"	"minus"	"ds"	"ERS5514563"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa07"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/007/ERR5051627/ERR5051627.fastq.gz"	2328322166	"624a70c31cc19e24ad14fa63d6946b6d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/007/ERR5051627/ERR5051627.fastq.gz"	48331483	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051627/PAPV_93_LTP.fastq.gz"
"SAMEA7767292"	"PRJEB42372"	"ERR5051629"	"PAPV106"				"ERS5514543"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa11"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/009/ERR5051629/ERR5051629.fastq.gz"	1087527	"e1e282047a9290ccf5189f75454ba33d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/009/ERR5051629/ERR5051629.fastq.gz"	25955	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051629/PAPV_106_FE.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051629/PAPV_106_FE.bam.bai"
"SAMEA7767293"	"PRJEB42372"	"ERR5051630"	"PAPV109"				"ERS5514544"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa12"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/000/ERR5051630/ERR5051630.fastq.gz"	756436	"f723938b7a51e92ce76bfa8aaae01b9d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/000/ERR5051630/ERR5051630.fastq.gz"	19067	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051630/PAPV_109_FE.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051630/PAPV_109_FE.bam.bai"
"SAMEA7767294"	"PRJEB42372"	"ERR5051631"	"PAPV114"	"PAPV_114.SG"	"minus"	"ds"	"ERS5514545"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa09"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/001/ERR5051631/ERR5051631.fastq.gz"	203146998	"be7697c9415aa5512911f1d96f14aa1f"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/001/ERR5051631/ERR5051631.fastq.gz"	4983091	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051631/PAPV_114_LTP.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051631/PAPV_114_LTP.bam.bai"
"SAMEA7767295"	"PRJEB42372"	"ERR5051632"	"PAPV117"	"PAPV_117.SG"	"minus"	"ds"	"ERS5514546"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa24A"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/002/ERR5051632/ERR5051632.fastq.gz"	431668308	"fe0e102dce9827b72b89db91e42812ea"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/002/ERR5051632/ERR5051632.fastq.gz"	9896260	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051632/PAPV_117_RTP.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051632/PAPV_117_RTP.bam.bai"
"SAMEA7767296"	"PRJEB42372"	"ERR5051633"	"PAPV118"	"PAPV_118.SG"	"minus"	"ds"	"ERS5514547"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa25"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/003/ERR5051633/ERR5051633.fastq.gz"	270170377	"44ef806b017d1d13f89a1ce7c0975c97"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/003/ERR5051633/ERR5051633.fastq.gz"	6713416	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051633/PAPV_118_RTP.bam"
"SAMEA7767297"	"PRJEB42372"	"ERR5051634"	"PAPV137"	"PAPV_137.SG"	"minus"	"ds"	"ERS5514548"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa26"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/004/ERR5051634/ERR5051634.fastq.gz"	13110138	"19cc0ae7880a23c286dd950de13a4a6f"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/004/ERR5051634/ERR5051634.fastq.gz"	310852	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051634/PAPV_137_FE.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051634/PAPV_137_FE.bam.bai"
"SAMEA7767298"	"PRJEB42372"	"ERR5051635"	"PAPV146_FE"	"PAPV_146.SG"	"minus"	"ds"	"ERS5514549"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa14"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/005/ERR5051635/ERR5051635.fastq.gz"	225415	"aabd133319db4b821e26f476d9b1eeed"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/005/ERR5051635/ERR5051635.fastq.gz"	5376	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051635/PAPV_146_FE.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051635/PAPV_146_FE.bam.bai"
"SAMEA7767299"	"PRJEB42372"	"ERR5051636"	"PAPV146_TP"	"PAPV_146.SG"	"minus"	"ds"	"ERS5514550"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa16A"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/006/ERR5051636/ERR5051636.fastq.gz"	666234179	"1d01646448cc54f4f8c5bf2736c0d46d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/006/ERR5051636/ERR5051636.fastq.gz"	16020858	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051636/PAPV_146_TP.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051636/PAPV_146_TP.bam.bai"
"SAMEA7767300"	"PRJEB42372"	"ERR5051637"	"PAPV156"				"ERS5514551"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa27"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/007/ERR5051637/ERR5051637.fastq.gz"	190247	"262b687c11fe65d89113b50d1ecd4ddb"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/007/ERR5051637/ERR5051637.fastq.gz"	4485	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051637/PAPV_156_HU.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051637/PAPV_156_HU.bam.bai"
"SAMEA7767301"	"PRJEB42372"	"ERR5051638"	"PAPV167"	"PAPV_167.SG"	"minus"	"ds"	"ERS5514552"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa28A"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/008/ERR5051638/ERR5051638.fastq.gz"	125490626	"af74f87ef9c894ea2e7ed26e76844965"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/008/ERR5051638/ERR5051638.fastq.gz"	3162013	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051638/PAPV_167_RTP.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051638/PAPV_167_RTP.bam.bai"
"SAMEA7767302"	"PRJEB42372"	"ERR5051639"	"PAPV172"	"PAPV_172.SG"	"minus"	"ds"	"ERS5514553"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa02"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/009/ERR5051639/ERR5051639.fastq.gz"	191761536	"1614dea7c7889a42bd735b426452b4fa"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/009/ERR5051639/ERR5051639.fastq.gz"	4141577	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051639/PAPV_172_LTP.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051639/PAPV_172_LTP.bam.bai"
"SAMEA7767303"	"PRJEB42372"	"ERR5051640"	"PAPV173"	"PAPV_173.SG"	"minus"	"ds"	"ERS5514554"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa10"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/000/ERR5051640/ERR5051640.fastq.gz"	857258327	"154ff3d61d71cafc2188f9e96d66c9eb"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/000/ERR5051640/ERR5051640.fastq.gz"	21751178	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051640/PAPV_173_RTP.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051640/PAPV_173_RTP.bam.bai"
"SAMEA7767304"	"PRJEB42372"	"ERR5051641"	"PAPV174"	"PAPV_174.SG"	"minus"	"ds"	"ERS5514555"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa29"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/001/ERR5051641/ERR5051641.fastq.gz"	297830384	"d93ec0e34404a60c6166154b839845dc"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/001/ERR5051641/ERR5051641.fastq.gz"	6582036	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051641/PAPV_174_LTP.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051641/PAPV_174_LTP.bam.bai"
"SAMEA7767305"	"PRJEB42372"	"ERR5051642"	"PAPV175"	"PAPV_175.SG"	"minus"	"ds"	"ERS5514556"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa30A"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/002/ERR5051642/ERR5051642.fastq.gz"	209271054	"47f164f25eb0fb8070d807b9cd0981b2"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/002/ERR5051642/ERR5051642.fastq.gz"	5010265	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051642/PAPV_175_LTP.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051642/PAPV_175_LTP.bam.bai"
"SAMEA7767306"	"PRJEB42372"	"ERR5051643"	"PAPV26"	"PAPV_26.SG"	"minus"	"ds"	"ERS5514557"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"PaC18"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/003/ERR5051643/ERR5051643.fastq.gz"	8622137	"0d8afaa89b49addc46ff85c62deecc36"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/003/ERR5051643/ERR5051643.fastq.gz"	175345	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051643/PAPV_26_M3SD.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051643/PAPV_26_M3SD.bam.bai"
"SAMEA7767307"	"PRJEB42372"	"ERR5051644"	"PAPV27"	"PAPV_27.SG"	"minus"	"ds"	"ERS5514558"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa01"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/004/ERR5051644/ERR5051644.fastq.gz"	34927519	"df3de95e516fa19fc28c9b0c7f873b61"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/004/ERR5051644/ERR5051644.fastq.gz"	1016988	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051644/PAPV_27_LTP.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051644/PAPV_27_LTP.bam.bai"
"SAMEA7767308"	"PRJEB42372"	"ERR5051645"	"PAPV52"	"PAPV_52.SG"	"minus"	"ds"	"ERS5514559"	2021-03-23	2021-01-06	"Illumina HiSeq 4000"	"SINGLE"	"GENOMIC"	"ILLUMINA"	"Pa03"	"WGS"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR505/005/ERR5051645/ERR5051645.fastq.gz"	2681074	"57d272d50bc0f7e191976a7ea949cb3c"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR505/005/ERR5051645/ERR5051645.fastq.gz"	52252	"ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051645/PAPV_52_FE.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR505/ERR5051645/PAPV_52_FE.bam.bai"
