"sample_accession"	"study_accession"	"run_accession"	"sample_alias"	"Poseidon_ID"	"UDG"	"Library_Built"	"secondary_sample_accession"	"first_public"	"last_updated"	"instrument_model"	"library_layout"	"library_source"	"instrument_platform"	"library_name"	"library_strategy"	"fastq_aspera"	"fastq_bytes"	"fastq_md5"	"fastq_ftp"	"read_count"	"submitted_ftp"
"SAMEA6850818"	"PRJEB37518"	"ERR4170313"	"CAO009013"	"CAO009013"	"half"	"ds"	"ERS4578412"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CAO009013.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/003/ERR4170313/ERR4170313.fastq.gz"	467885649	"973986ee942f6f69899816bbd7934a37"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/003/ERR4170313/ERR4170313.fastq.gz"	13835333	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170313/CAO009013.TF1.1.bam"
"SAMEA6850819"	"PRJEB37518"	"ERR4170314"	"CAO010"	"CAO010"	"half"	"ds"	"ERS4578413"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CAO010.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/004/ERR4170314/ERR4170314.fastq.gz"	66437741	"61ba736e5546e36e435c87e662f5ac2f"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/004/ERR4170314/ERR4170314.fastq.gz"	1738105	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170314/CAO010.A0101.TF1.1.bam"
"SAMEA6850820"	"PRJEB37518"	"ERR4170315"	"CAO011"	"CAO011"	"half"	"ds"	"ERS4578414"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CAO011.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/005/ERR4170315/ERR4170315.fastq.gz"	342440375	"139c4b05b6edd8cc3aba85a4176d3a90"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/005/ERR4170315/ERR4170315.fastq.gz"	10398612	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170315/CAO011.A0101.TF1.1.bam"
"SAMEA6850821"	"PRJEB37518"	"ERR4170316"	"CAO012"	"CAO012"	"half"	"ds"	"ERS4578415"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CAO012.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/006/ERR4170316/ERR4170316.fastq.gz"	247343594	"2a9863c9b53feb3f13d932d088e8f553"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/006/ERR4170316/ERR4170316.fastq.gz"	7027230	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170316/CAO012.A0101.TF1.1.bam"
"SAMEA6850822"	"PRJEB37518"	"ERR4170317"	"CAO014"	"CAO014"	"half"	"ds"	"ERS4578416"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CAO014.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/007/ERR4170317/ERR4170317.fastq.gz"	145575670	"8a6717cd11f4272980caf1b651058dba"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/007/ERR4170317/ERR4170317.fastq.gz"	4251650	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170317/CAO014.A0101.TF1.1.bam"
"SAMEA6850823"	"PRJEB37518"	"ERR4170318"	"CAO015"	"CAO015"	"half"	"ds"	"ERS4578417"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CAO015.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/008/ERR4170318/ERR4170318.fastq.gz"	251226593	"c22600acf2da64250e234d3fbdcc5e15"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/008/ERR4170318/ERR4170318.fastq.gz"	8017370	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170318/CAO015.A0101.TF1.1.bam"
"SAMEA6850824"	"PRJEB37518"	"ERR4170319"	"CAO016"	"CAO016"	"half"	"ds"	"ERS4578418"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CAO016.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/009/ERR4170319/ERR4170319.fastq.gz"	97318787	"6d4443496e94b4e57383e1fd6856c5ce"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/009/ERR4170319/ERR4170319.fastq.gz"	3090605	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170319/CAO016.A0101.TF1.1.bam"
"SAMEA6850825"	"PRJEB37518"	"ERR4170320"	"CAO017"	"CAO017"	"half"	"ds"	"ERS4578419"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CAO017.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/000/ERR4170320/ERR4170320.fastq.gz"	172411937	"84d339404138c502c0735d3918910126"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/000/ERR4170320/ERR4170320.fastq.gz"	5316226	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170320/CAO017.A0101.TF1.1.bam"
"SAMEA6850826"	"PRJEB37518"	"ERR4170321"	"CAO018"	"CAO018"	"half"	"ds"	"ERS4578420"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CAO018.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/001/ERR4170321/ERR4170321.fastq.gz"	3608837	"935fcb5760e7aaa32acf590dccd47344"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/001/ERR4170321/ERR4170321.fastq.gz"	98999	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170321/CAO018.A0101.TF1.1.bam"
"SAMEA6850827"	"PRJEB37518"	"ERR4170322"	"CAO019"	"CAO019"	"half"	"ds"	"ERS4578421"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CAO019.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/002/ERR4170322/ERR4170322.fastq.gz"	38535381	"6739598a2c7d2ff93724dada3cba9c78"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/002/ERR4170322/ERR4170322.fastq.gz"	1189706	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170322/CAO019.A0101.TF1.1.bam"
"SAMEA6850828"	"PRJEB37518"	"ERR4170323"	"CAO020"	"CAO020"	"half"	"ds"	"ERS4578422"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CAO020.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/003/ERR4170323/ERR4170323.fastq.gz"	331805405	"7205c54b0293f799345fc68bff460afb"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/003/ERR4170323/ERR4170323.fastq.gz"	10554376	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170323/CAO020.A0101.TF1.1.bam"
"SAMEA6850829"	"PRJEB37518"	"ERR4170324"	"CAO021"	"CAO021"	"half"	"ds"	"ERS4578423"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CAO021.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/004/ERR4170324/ERR4170324.fastq.gz"	364456340	"7b17023b4f07ca83fd8c041b023c2766"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/004/ERR4170324/ERR4170324.fastq.gz"	10586173	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170324/CAO021.A0101.TF1.1.bam"
"SAMEA6850830"	"PRJEB37518"	"ERR4170325"	"CAO022026"	"CAO022026"	"half"	"ds"	"ERS4578424"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CAO022026.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/005/ERR4170325/ERR4170325.fastq.gz"	616983466	"e3a367971649131fb4154aa577d1c984"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/005/ERR4170325/ERR4170325.fastq.gz"	18564421	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170325/CAO022026.TF1.1.bam"
"SAMEA6850831"	"PRJEB37518"	"ERR4170326"	"CAO023025"	"CAO023025"	"half"	"ds"	"ERS4578425"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CAO023025.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/006/ERR4170326/ERR4170326.fastq.gz"	591960917	"2f04112759bf7b6532b292ae03378de1"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/006/ERR4170326/ERR4170326.fastq.gz"	18177909	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170326/CAO023025.TF1.1.bam"
"SAMEA6850832"	"PRJEB37518"	"ERR4170327"	"CAO024"	"CAO024"	"half"	"ds"	"ERS4578426"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CAO024.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/007/ERR4170327/ERR4170327.fastq.gz"	331259122	"c19005e8af4474ce840a4cf249dc0cbf"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/007/ERR4170327/ERR4170327.fastq.gz"	9822184	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170327/CAO024.A0101.TF1.1.bam"
"SAMEA6850833"	"PRJEB37518"	"ERR4170328"	"CAO027"	"CAO027"	"half"	"ds"	"ERS4578427"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CAO027.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/008/ERR4170328/ERR4170328.fastq.gz"	283399824	"1d761412a2cb71e94008443d19067517"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/008/ERR4170328/ERR4170328.fastq.gz"	8215403	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170328/CAO027.A0101.TF1.1.bam"
"SAMEA6850834"	"PRJEB37518"	"ERR4170329"	"CAO028"	"CAO028"	"half"	"ds"	"ERS4578428"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CAO028.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/009/ERR4170329/ERR4170329.fastq.gz"	348766008	"584733227e97ac60831cec2d95fd0bbb"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/009/ERR4170329/ERR4170329.fastq.gz"	9941855	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170329/CAO028.A0101.TF1.1.bam"
"SAMEA6850835"	"PRJEB37518"	"ERR4170330"	"CAO029"	"CAO029"	"half"	"ds"	"ERS4578429"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CAO029.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/000/ERR4170330/ERR4170330.fastq.gz"	365406842	"a45726a4a87154165b135ec0a9a62a76"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/000/ERR4170330/ERR4170330.fastq.gz"	10256336	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170330/CAO029.A0101.TF1.1.bam"
"SAMEA6850836"	"PRJEB37518"	"ERR4170331"	"CAO030"	"CAO030"	"half"	"ds"	"ERS4578430"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CAO030.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/001/ERR4170331/ERR4170331.fastq.gz"	148645297	"d1fd08bf87a2147b9886e66acb84ac6c"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/001/ERR4170331/ERR4170331.fastq.gz"	4425173	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170331/CAO030.A0101.TF1.1.bam"
"SAMEA6850837"	"PRJEB37518"	"ERR4170332"	"CAO031"	"CAO031"	"half"	"ds"	"ERS4578431"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CAO031.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/002/ERR4170332/ERR4170332.fastq.gz"	225189168	"3f35b1ff99ae882696f6423a37ceb4bb"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/002/ERR4170332/ERR4170332.fastq.gz"	6616975	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170332/CAO031.A0101.TF1.1.bam"
"SAMEA6850838"	"PRJEB37518"	"ERR4170333"	"CAO032"	"CAO032"	"half"	"ds"	"ERS4578432"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CAO032.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/003/ERR4170333/ERR4170333.fastq.gz"	180583606	"fffb13468e6ba3149208b1c5759fa64d"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/003/ERR4170333/ERR4170333.fastq.gz"	4991613	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170333/CAO032.A0101.TF1.1.bam"
"SAMEA6850839"	"PRJEB37518"	"ERR4170334"	"CDE001"	"CDE001"	"half"	"ds"	"ERS4578433"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CDE001.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/004/ERR4170334/ERR4170334.fastq.gz"	343272523	"36d8cba012946e4c1bd9d82e08b0437b"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/004/ERR4170334/ERR4170334.fastq.gz"	9760868	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170334/CDE001.A0101.TF1.1.bam"
"SAMEA6850840"	"PRJEB37518"	"ERR4170335"	"CDE002"	"CDE002"	"half"	"ds"	"ERS4578434"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CDE002.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/005/ERR4170335/ERR4170335.fastq.gz"	339284695	"ecca5ec8972df273b010b16bea878cb8"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/005/ERR4170335/ERR4170335.fastq.gz"	9734510	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170335/CDE002.A0101.TF1.1.bam"
"SAMEA6850841"	"PRJEB37518"	"ERR4170336"	"CDE003"	"CDE003"	"half"	"ds"	"ERS4578435"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CDE003.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/006/ERR4170336/ERR4170336.fastq.gz"	276513398	"9665bc985e05ae5eb6e80efc390f91f3"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/006/ERR4170336/ERR4170336.fastq.gz"	7797854	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170336/CDE003.A0101.TF1.1.bam"
"SAMEA6850842"	"PRJEB37518"	"ERR4170337"	"CDE004"	"CDE004"	"half"	"ds"	"ERS4578436"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CDE004.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/007/ERR4170337/ERR4170337.fastq.gz"	224885546	"82201552b0015ee1b6746c6e459ab210"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/007/ERR4170337/ERR4170337.fastq.gz"	6564052	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170337/CDE004.A0101.TF1.1.bam"
"SAMEA6850843"	"PRJEB37518"	"ERR4170338"	"CDE005"	"CDE005"	"half"	"ds"	"ERS4578437"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CDE005.A0101.TF1.1"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/008/ERR4170338/ERR4170338.fastq.gz"	350109556	"98f63e3369666fb83e2ec0036e1a6b95"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/008/ERR4170338/ERR4170338.fastq.gz"	10433418	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170338/CDE005.A0101.TF1.1.bam"
"SAMEA6850844"	"PRJEB37518"	"ERR4170339"	"CIP001"	"CIP001"	"half"	"ds"	"ERS4578438"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CIP001.A0101.TF1.12"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/009/ERR4170339/ERR4170339.fastq.gz"	81115641	"7265cf17fb7270e880aa4c28253bbf94"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/009/ERR4170339/ERR4170339.fastq.gz"	2182967	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170339/CIP001.A0101.TF1.12.bam"
"SAMEA6850845"	"PRJEB37518"	"ERR4170340"	"CIP002"	"CIP002"	"half"	"ds"	"ERS4578439"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CIP002.A0101.TF1.12"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/000/ERR4170340/ERR4170340.fastq.gz"	27834792	"cc9ae9af8f6591856d69046f2f52cd97"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/000/ERR4170340/ERR4170340.fastq.gz"	770863	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170340/CIP002.A0101.TF1.12.bam"
"SAMEA6850846"	"PRJEB37518"	"ERR4170341"	"CIP003"	"CIP003"	"half"	"ds"	"ERS4578440"	2020-06-03	2020-05-20	"Illumina HiSeq 4000"	"SINGLE"	"METAGENOMIC"	"ILLUMINA"	"CIP003.A0101.TF1.12"	"Targeted-Capture"	"fasp.sra.ebi.ac.uk:/vol1/fastq/ERR417/001/ERR4170341/ERR4170341.fastq.gz"	117370841	"1af8432f88983d670ef3af5583946f83"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/001/ERR4170341/ERR4170341.fastq.gz"	3256981	"ftp.sra.ebi.ac.uk/vol1/run/ERR417/ERR4170341/CIP003.A0101.TF1.12.bam"
